ID Transacao,Item,Quantidade,Preco Unitario,Gasto Total,Metodo Pagamento,Localidade,Data Transacao
TXN_8878500,Salada,4,5.0,20.0,,,2023-02-24
TXN_1012349,Nao Sabemos,4,3.0,12.0,Dinheiro,Loja,2023-07-08
TXN_3811655,Smoothie,2,4.0,ERRO,,,Nao Sabemos
TXN_1581562,Cafe,2,2.0,4.0,Dinheiro,Loja,2023-01-01
TXN_6762236,Suco,4,3.0,12.0,Nao Sabemos,Loja,2023-01-17
TXN_1041891,Cookie,5,1.0,5.0,,,2023-08-09
TXN_6467796,,5,2.0,10.0,Cartao de Credito,Entrega,2023-10-25
TXN_8701045,Nao Sabemos,2,3.0,6.0,Dinheiro,Loja,2023-06-07
TXN_9656325,ERRO,2,2.0,4.0,Cartao de Credito,Entrega,2023-03-31
TXN_2716560,Sanduiche,4,4.0,16.0,Cartao de Credito,Entrega,2023-08-29
TXN_4141941,Cafe,2,2.0,4.0,Carteira Digital,Loja,2023-05-18
TXN_4633505,,3,1.5,4.5,Carteira Digital,Entrega,2023-08-25
TXN_5283053,Suco,4,3.0,12.0,Carteira Digital,,2023-04-30
TXN_1054912,Sanduiche,3,4.0,12.0,Dinheiro,,2023-08-02
TXN_9100081,Suco,1,3.0,3.0,Dinheiro,,2023-08-18
TXN_5129701,Smoothie,2,4.0,8.0,Cartao de Credito,Entrega,2023-11-09
TXN_7021592,Salada,4,5.0,20.0,Cartao de Credito,Loja,2023-07-01
TXN_8644119,Sanduiche,ERRO,4.0,20.0,,,2023-10-01
TXN_3041142,Smoothie,3,4.0,12.0,Carteira Digital,ERRO,2023-12-22
TXN_5618631,Cafe,5,2.0,10.0,Cartao de Credito,Loja,2023-12-21
TXN_6496379,Sanduiche,1,4.0,4.0,Dinheiro,Entrega,2023-12-24
TXN_1486119,Cookie,4,1.0,4.0,,Nao Sabemos,2023-08-24
TXN_2386202,Salada,4,5.0,20.0,Dinheiro,Loja,2023-01-22
TXN_6836109,Cafe,4,2.0,8.0,,Entrega,2023-04-09
TXN_9190061,Salada,5,5.0,25.0,Dinheiro,Entrega,2023-06-14
TXN_1691512,Smoothie,1,4.0,4.0,,Nao Sabemos,2023-03-25
TXN_1059293,Nao Sabemos,5,4.0,20.0,Nao Sabemos,,2023-12-04
TXN_8813052,Cha,4,1.5,6.0,,Loja,Nao Sabemos
TXN_2495471,Salada,3,5.0,15.0,Cartao de Credito,Entrega,2023-10-22
TXN_7708201,Salada,3,5.0,15.0,Dinheiro,,2023-01-04
TXN_2038871,Cha,2,1.5,3.0,,Entrega,2023-07-15
TXN_7195393,Salada,2,5.0,10.0,Cartao de Credito,Loja,2023-01-24
TXN_8022892,Sanduiche,4,4.0,16.0,Carteira Digital,Loja,2023-08-07
TXN_4298189,Cafe,1,2.0,2.0,Carteira Digital,Loja,2023-10-13
TXN_4967446,Sanduiche,1,4.0,4.0,ERRO,Loja,2023-07-11
TXN_3368231,Cha,3,1.5,4.5,,,2023-08-11
TXN_7353699,Cha,5,1.5,7.5,Carteira Digital,,2023-07-20
TXN_6888998,Cafe,5,2.0,10.0,,,2023-02-27
TXN_3541304,Sanduiche,3,4.0,12.0,Dinheiro,Loja,2023-04-22
TXN_8188818,Cha,2,1.5,3.0,ERRO,,2023-10-07
TXN_9431971,Smoothie,1,4.0,4.0,Cartao de Credito,ERRO,2023-07-17
TXN_4543742,Cafe,3,2.0,6.0,Carteira Digital,,2023-03-28
TXN_5961027,Bolo,2,3.0,6.0,Dinheiro,Loja,
TXN_1807140,Salada,ERRO,5.0,5.0,Dinheiro,,2023-03-22
TXN_3007866,Suco,4,3.0,12.0,Cartao de Credito,Loja,2023-04-14
TXN_6779377,Smoothie,5,4.0,20.0,,Loja,2023-10-06
TXN_7053830,Cafe,3,2.0,6.0,Carteira Digital,,2023-02-14
TXN_3660048,Bolo,1,,3.0,Cartao de Credito,ERRO,
TXN_6522299,Cha,2,1.5,3.0,Dinheiro,ERRO,2023-08-29
TXN_5811766,Bolo,5,Nao Sabemos,15.0,Carteira Digital,Loja,Nao Sabemos
TXN_2848421,Cookie,1,1.0,1.0,Carteira Digital,Loja,2023-08-07
TXN_4935533,Nao Sabemos,1,4.0,4.0,,Loja,2023-06-12
TXN_2389320,Cafe,2,2.0,4.0,,Entrega,2023-07-26
TXN_8423155,Cafe,1,2.0,2.0,,Entrega,2023-07-03
TXN_6053617,Sanduiche,2,4.0,8.0,Cartao de Credito,,2023-11-25
TXN_8384372,Cha,4,1.5,6.0,Carteira Digital,,2023-08-07
TXN_3426338,Salada,1,5.0,5.0,Dinheiro,Loja,2023-07-31
TXN_4581359,Suco,2,3.0,6.0,Cartao de Credito,,2023-03-22
TXN_3561451,Salada,4,5.0,20.0,Cartao de Credito,,2023-05-31
TXN_7768989,Sanduiche,2,4.0,ERRO,Dinheiro,Loja,2023-10-02
TXN_5963316,Cha,2,1.5,,Cartao de Credito,Entrega,2023-06-25
TXN_4265942,Cafe,5,2.0,10.0,,Nao Sabemos,2023-04-24
TXN_6014389,Cookie,5,1.0,5.0,Cartao de Credito,Loja,2023-07-21
TXN_7358729,Cookie,2,1.0,2.0,Dinheiro,Entrega,2023-02-25
TXN_9815521,Sanduiche,3,4.0,12.0,Cartao de Credito,Loja,2023-05-26
TXN_8325221,,2,2.0,4.0,Cartao de Credito,ERRO,2023-11-17
TXN_8267031,Bolo,,3.0,6.0,,Entrega,2023-03-28
TXN_1950187,Cha,2,1.5,3.0,Cartao de Credito,Entrega,2023-04-13
TXN_9518691,Salada,2,5.0,10.0,Cartao de Credito,ERRO,2023-03-30
TXN_3612790,Smoothie,1,,4.0,,,2023-09-01
TXN_5436816,Salada,3,5.0,15.0,Cartao de Credito,,2023-08-04
TXN_7896586,Sanduiche,2,4.0,8.0,Cartao de Credito,,2023-09-04
TXN_5835004,Smoothie,5,4.0,20.0,Cartao de Credito,Loja,2023-04-14
TXN_3774886,Sanduiche,3,4.0,12.0,,,2023-06-01
TXN_5950951,Salada,1,5.0,,Cartao de Credito,Loja,2023-04-10
TXN_3918096,Suco,4,3.0,12.0,,Nao Sabemos,2023-08-17
TXN_2786231,Suco,1,3.0,3.0,Dinheiro,Entrega,2023-08-17
TXN_3803063,,4,ERRO,12.0,Cartao de Credito,Entrega,2023-11-23
TXN_4262451,Cafe,1,2.0,2.0,Carteira Digital,Entrega,2023-10-16
TXN_4773210,Cafe,1,2.0,2.0,Cartao de Credito,,2023-11-29
TXN_1231366,Sanduiche,3,4.0,12.0,Carteira Digital,Entrega,2023-11-28
TXN_6596377,Cookie,5,ERRO,5.0,,,2023-08-02
TXN_2713279,Cookie,4,1.0,4.0,Carteira Digital,Loja,2023-02-12
TXN_4247602,Salada,5,5.0,25.0,Cartao de Credito,Entrega,2023-07-13
TXN_2446298,Suco,ERRO,3.0,15.0,,Loja,2023-05-21
TXN_7258784,,4,2.0,8.0,Dinheiro,Loja,2023-09-21
TXN_5164540,Cha,2,1.5,3.0,,Entrega,2023-01-05
TXN_6488040,Salada,1,5.0,ERRO,Carteira Digital,Entrega,2023-05-20
TXN_9850842,Cha,3,ERRO,4.5,ERRO,,2023-01-23
TXN_7269738,Cookie,3,1.0,3.0,Dinheiro,,2023-05-26
TXN_2638760,Bolo,5,3.0,15.0,Dinheiro,,2023-02-09
TXN_3459152,Bolo,ERRO,3.0,9.0,Carteira Digital,,2023-06-28
TXN_8013818,Cha,2,1.5,3.0,,Nao Sabemos,2023-07-24
TXN_8077367,Cha,,Nao Sabemos,7.5,Cartao de Credito,,2023-02-27
TXN_6643922,Cafe,5,2.0,10.0,Carteira Digital,Loja,2023-06-24
TXN_8388056,Salada,1,5.0,5.0,Cartao de Credito,,2023-06-23
TXN_4728936,Suco,4,3.0,12.0,Carteira Digital,Entrega,2023-02-27
TXN_6386388,Cha,3,1.5,4.5,Cartao de Credito,Entrega,2023-05-21
TXN_9443285,Bolo,2,3.0,6.0,Cartao de Credito,,2023-05-27
TXN_6377838,Bolo,2,3.0,6.0,Carteira Digital,Entrega,2023-02-19
TXN_7483986,Salada,2,5.0,10.0,,Entrega,2023-03-24
TXN_7719510,Suco,3,3.0,9.0,Cartao de Credito,Entrega,2023-08-14
TXN_7908153,Cookie,3,1.0,3.0,Dinheiro,Loja,2023-01-19
TXN_3083412,Cafe,5,Nao Sabemos,10.0,Cartao de Credito,Loja,Nao Sabemos
TXN_8159649,,4,2.0,8.0,,Loja,2023-06-15
TXN_5391160,Suco,2,3.0,6.0,Dinheiro,Loja,2023-03-09
TXN_8324715,Sanduiche,5,4.0,20.0,Cartao de Credito,,2023-03-21
TXN_7353685,Sanduiche,2,4.0,,,Loja,Nao Sabemos
TXN_1985223,Smoothie,3,4.0,12.0,Carteira Digital,Entrega,2023-09-21
TXN_2944460,Salada,1,5.0,5.0,Carteira Digital,Loja,2023-04-16
TXN_6957157,Bolo,1,3.0,3.0,,,2023-02-01
TXN_5693294,,3,3.0,9.0,Cartao de Credito,,2023-12-30
TXN_2887257,Cookie,3,1.0,3.0,Cartao de Credito,Loja,2023-08-27
TXN_3986876,Bolo,3,3.0,9.0,Dinheiro,Entrega,2023-11-06
TXN_1066604,Sanduiche,5,4.0,20.0,Cartao de Credito,,2023-05-18
TXN_2494494,Cafe,1,2.0,2.0,Dinheiro,,2023-06-13
TXN_4464373,Cookie,2,1.0,2.0,Carteira Digital,Loja,2023-04-22
TXN_7844770,Bolo,2,3.0,6.0,Carteira Digital,,2023-01-31
TXN_9968943,Smoothie,1,4.0,4.0,Carteira Digital,ERRO,2023-07-25
TXN_4051488,Cookie,4,1.0,4.0,,Entrega,2023-06-09
TXN_2668838,Bolo,4,3.0,12.0,,Entrega,2023-05-11
TXN_8039752,,2,2.0,4.0,,Entrega,2023-11-28
TXN_3388908,Cookie,4,ERRO,4.0,,Entrega,2023-11-22
TXN_2096487,ERRO,5,4.0,20.0,Carteira Digital,Entrega,2023-08-09
TXN_8795794,Sanduiche,3,4.0,12.0,Dinheiro,Loja,2023-02-13
TXN_4627457,Bolo,3,3.0,9.0,,Loja,2023-12-13
TXN_2352308,Cookie,2,1.0,2.0,Dinheiro,,2023-11-10
TXN_3980743,Salada,1,5.0,5.0,,Entrega,2023-09-21
TXN_6538210,Smoothie,1,4.0,4.0,,Loja,2023-12-29
TXN_3749051,,ERRO,4.0,12.0,,Entrega,2023-04-19
TXN_6683798,Cookie,1,1.0,ERRO,Carteira Digital,Entrega,2023-07-26
TXN_7246683,Smoothie,1,4.0,4.0,Carteira Digital,Entrega,2023-05-17
TXN_6755348,,5,4.0,20.0,,,2023-06-23
TXN_3691228,Bolo,3,3.0,9.0,Dinheiro,Entrega,2023-10-26
TXN_7407946,Salada,3,5.0,15.0,Cartao de Credito,,2023-03-26
TXN_8635803,Cha,2,1.5,3.0,Dinheiro,,2023-03-17
TXN_9550508,Smoothie,5,ERRO,20.0,,,2023-11-18
TXN_8010562,Sanduiche,1,4.0,4.0,Dinheiro,,2023-07-23
TXN_2501648,Bolo,2,3.0,6.0,Cartao de Credito,Nao Sabemos,2023-12-05
TXN_9455679,Salada,5,5.0,25.0,,Entrega,2023-05-18
TXN_8105705,Suco,1,3.0,3.0,Carteira Digital,Entrega,2023-10-17
TXN_9676096,Bolo,3,3.0,9.0,Carteira Digital,,2023-04-05
TXN_8476828,,3,1.5,4.5,ERRO,Entrega,2023-10-25
TXN_2126034,Cafe,4,,8.0,Dinheiro,Loja,2023-10-30
TXN_2151258,Bolo,3,3.0,9.0,Cartao de Credito,Nao Sabemos,2023-08-09
TXN_3672345,Cha,3,1.5,4.5,Cartao de Credito,,2023-10-17
TXN_6793298,Cha,2,1.5,3.0,Cartao de Credito,,2023-04-14
TXN_3951329,Sanduiche,ERRO,4.0,4.0,Cartao de Credito,Entrega,2023-12-28
TXN_7480853,Smoothie,2,ERRO,8.0,Carteira Digital,Loja,2023-10-07
TXN_4944024,Smoothie,2,4.0,8.0,,Entrega,2023-09-26
TXN_6687528,Suco,2,3.0,6.0,,,2023-05-06
TXN_5531648,Cafe,5,2.0,10.0,Dinheiro,Entrega,2023-01-23
TXN_8789736,Cafe,2,2.0,4.0,Cartao de Credito,,2023-05-06
TXN_9938977,Bolo,5,3.0,15.0,Dinheiro,Loja,2023-12-18
TXN_2730798,Cha,4,1.5,6.0,Cartao de Credito,,2023-12-01
TXN_3749801,Bolo,5,3.0,Nao Sabemos,Cartao de Credito,Entrega,2023-01-03
TXN_3326626,Bolo,2,3.0,6.0,Dinheiro,Entrega,2023-09-26
TXN_4843989,Cha,4,1.5,6.0,Carteira Digital,Entrega,2023-09-30
TXN_6606514,Suco,1,3.0,3.0,Cartao de Credito,Loja,2023-06-25
TXN_6187752,Smoothie,5,4.0,20.0,,Entrega,2023-12-24
TXN_1666190,Smoothie,4,4.0,16.0,,Entrega,2023-07-28
TXN_9438576,Cookie,1,1.0,1.0,Cartao de Credito,Loja,2023-05-05
TXN_1344947,Bolo,3,3.0,9.0,,Entrega,2023-02-16
TXN_4978922,Cookie,4,1.0,4.0,Dinheiro,,
TXN_3951552,Salada,2,Nao Sabemos,10.0,Dinheiro,Loja,2023-03-25
TXN_3916668,Suco,2,3.0,6.0,Carteira Digital,,2023-05-14
TXN_4789941,Sanduiche,3,4.0,12.0,Cartao de Credito,,2023-04-17
TXN_6957001,Cha,4,1.5,6.0,Nao Sabemos,Loja,2023-08-08
TXN_3536893,Salada,2,5.0,10.0,,,2023-05-16
TXN_4519915,Smoothie,,4.0,4.0,Carteira Digital,Loja,2023-05-15
TXN_3269434,Suco,1,3.0,3.0,Dinheiro,,2023-02-01
TXN_3291988,Suco,2,3.0,6.0,Cartao de Credito,,2023-07-03
TXN_7083611,Bolo,2,3.0,6.0,,ERRO,2023-05-15
TXN_1875220,Cha,3,1.5,4.5,Dinheiro,Loja,2023-03-07
TXN_1926712,Cafe,5,2.0,Nao Sabemos,Cartao de Credito,,2023-01-31
TXN_5552114,Sanduiche,2,4.0,8.0,,Loja,2023-06-13
TXN_5672583,Suco,2,3.0,,Dinheiro,Entrega,2023-04-09
TXN_3717444,Smoothie,3,4.0,12.0,ERRO,,2023-09-07
TXN_1899114,Cha,3,1.5,4.5,Carteira Digital,Entrega,2023-04-05
TXN_2625388,Cafe,5,2.0,10.0,Carteira Digital,Loja,2023-02-09
TXN_7153665,Salada,5,5.0,25.0,Dinheiro,Loja,2023-07-31
TXN_9161256,Smoothie,2,4.0,8.0,Carteira Digital,Loja,2023-01-01
TXN_2010060,Nao Sabemos,1,3.0,3.0,Dinheiro,,2023-11-09
TXN_9077843,Cha,3,1.5,4.5,,,2023-03-28
TXN_5611262,Nao Sabemos,2,5.0,10.0,Carteira Digital,Loja,2023-05-22
TXN_3255254,Suco,4,3.0,12.0,Dinheiro,,2023-03-23
TXN_9275800,Smoothie,3,4.0,12.0,Dinheiro,,2023-05-01
TXN_2430215,ERRO,2,1.0,2.0,Carteira Digital,,2023-04-10
TXN_1372003,Cha,4,1.5,6.0,Carteira Digital,Entrega,2023-10-13
TXN_7364110,Cafe,5,2.0,10.0,Dinheiro,,
TXN_7202644,Smoothie,5,4.0,20.0,,Entrega,2023-08-01
TXN_5330387,Cafe,3,2.0,6.0,,,2023-10-21
TXN_2119809,Salada,5,5.0,25.0,Carteira Digital,Loja,2023-04-21
TXN_5587224,Salada,2,5.0,10.0,ERRO,Loja,2023-01-05
TXN_6332132,Suco,3,3.0,9.0,Nao Sabemos,Entrega,Nao Sabemos
TXN_2185661,Sanduiche,4,4.0,,Dinheiro,,2023-03-16
TXN_2491186,Salada,5,5.0,25.0,,,2023-11-28
TXN_1891217,Cha,5,1.5,7.5,,,2023-04-02
TXN_8977555,Bolo,2,3.0,ERRO,Dinheiro,,2023-07-21
TXN_7179922,Bolo,2,3.0,6.0,,Loja,2023-09-05
TXN_5114283,Cha,1,1.5,1.5,Carteira Digital,Loja,2023-05-28
TXN_1528454,Cafe,2,2.0,4.0,,Loja,2023-03-22
TXN_5615114,Cha,4,1.5,6.0,Carteira Digital,ERRO,2023-10-31
TXN_4968659,Cha,5,1.5,7.5,Cartao de Credito,,2023-03-18
TXN_4858666,Bolo,3,3.0,9.0,Cartao de Credito,,2023-03-18
TXN_3502394,Nao Sabemos,3,2.0,6.0,Cartao de Credito,Loja,2023-09-02
TXN_4754723,Cafe,2,2.0,4.0,Cartao de Credito,,
TXN_1902009,Nao Sabemos,2,3.0,6.0,Cartao de Credito,,2023-04-12
TXN_8492074,Cha,3,1.5,4.5,Carteira Digital,Loja,2023-11-12
TXN_6355908,Sanduiche,3,4.0,12.0,Cartao de Credito,,2023-03-28
TXN_6856530,Smoothie,5,4.0,20.0,Carteira Digital,,2023-11-11
TXN_1180397,Smoothie,3,4.0,12.0,Cartao de Credito,Entrega,2023-04-05
TXN_4747863,Cookie,2,1.0,2.0,Carteira Digital,Loja,2023-10-04
TXN_3979966,Smoothie,5,4.0,20.0,,Entrega,2023-08-23
TXN_5127984,Sanduiche,3,4.0,12.0,Dinheiro,Loja,2023-11-12
TXN_9904214,Sanduiche,5,4.0,20.0,,Entrega,2023-03-13
TXN_9948753,Cha,2,1.5,3.0,,Entrega,2023-05-09
TXN_8263172,ERRO,2,3.0,6.0,,Entrega,2023-12-30
TXN_1196223,Suco,3,3.0,9.0,Carteira Digital,Loja,2023-10-14
TXN_2401073,Cafe,4,2.0,8.0,Cartao de Credito,,2023-02-10
TXN_9639089,Suco,4,3.0,12.0,Cartao de Credito,Loja,2023-05-14
TXN_8654093,Cafe,3,2.0,6.0,Carteira Digital,Nao Sabemos,2023-11-29
TXN_1038397,Cookie,3,1.0,3.0,,Loja,2023-05-20
TXN_8872715,Cookie,2,1.0,2.0,Carteira Digital,Entrega,Nao Sabemos
TXN_4638979,Salada,1,5.0,5.0,,,2023-06-28
TXN_5506097,,5,4.0,20.0,Dinheiro,Entrega,2023-05-04
TXN_9579984,Salada,5,5.0,25.0,Cartao de Credito,,2023-12-25
TXN_6087578,Cha,1,1.5,1.5,Cartao de Credito,,2023-12-17
TXN_5297299,Cafe,5,2.0,10.0,,,2023-10-04
TXN_7526174,Suco,3,3.0,9.0,Cartao de Credito,,2023-08-06
TXN_5401244,Salada,1,5.0,5.0,Cartao de Credito,Loja,2023-07-08
TXN_7470034,Smoothie,5,4.0,20.0,Carteira Digital,Entrega,
TXN_7775760,Bolo,4,3.0,,,,2023-02-21
TXN_5820892,Suco,1,3.0,3.0,Carteira Digital,ERRO,2023-11-14
TXN_3801338,Sanduiche,3,4.0,12.0,Cartao de Credito,,2023-11-03
TXN_1521861,ERRO,5,3.0,15.0,Dinheiro,Loja,2023-04-02
TXN_8365857,Smoothie,5,4.0,20.0,Carteira Digital,Entrega,2023-10-06
TXN_9349657,Cookie,2,1.0,2.0,Cartao de Credito,Loja,2023-03-14
TXN_4503716,Bolo,1,3.0,3.0,,,2023-11-12
TXN_5679014,Cafe,1,2.0,2.0,,Loja,2023-06-12
TXN_1161606,Sanduiche,5,4.0,20.0,Cartao de Credito,Entrega,2023-09-20
TXN_5938359,Cookie,2,1.0,2.0,Cartao de Credito,,2023-06-02
TXN_7565894,Salada,1,5.0,5.0,Dinheiro,Entrega,2023-07-15
TXN_1987311,Smoothie,1,4.0,4.0,,Loja,2023-08-03
TXN_4656387,Cookie,2,1.0,2.0,Carteira Digital,,2023-07-25
TXN_9277276,Bolo,4,3.0,12.0,Cartao de Credito,Entrega,2023-09-15
TXN_1576076,Cafe,3,2.0,6.0,Dinheiro,Entrega,2023-10-07
TXN_3676632,Smoothie,4,4.0,16.0,Cartao de Credito,,2023-12-11
TXN_9945457,Cookie,4,1.0,4.0,Dinheiro,,2023-06-28
TXN_6508674,ERRO,2,3.0,6.0,,Entrega,2023-02-09
TXN_4579086,Bolo,2,3.0,6.0,Cartao de Credito,Loja,2023-07-20
TXN_2421873,Cafe,2,2.0,4.0,Cartao de Credito,,2023-02-18
TXN_3601382,Salada,3,5.0,15.0,,,2023-02-12
TXN_2323650,Cha,4,1.5,6.0,Carteira Digital,,2023-10-09
TXN_3587916,Salada,3,5.0,15.0,Dinheiro,Loja,2023-07-09
TXN_8914956,Cookie,2,1.0,2.0,Cartao de Credito,,2023-05-13
TXN_9080521,Cafe,2,2.0,4.0,Cartao de Credito,Loja,2023-01-24
TXN_1450705,Cookie,5,1.0,5.0,,,2023-10-07
TXN_9648941,Cafe,2,2.0,4.0,Dinheiro,Entrega,2023-06-30
TXN_9989719,Smoothie,2,4.0,8.0,Cartao de Credito,Entrega,2023-11-26
TXN_8409154,Bolo,4,3.0,12.0,Carteira Digital,,2023-06-20
TXN_4630633,Sanduiche,1,4.0,4.0,Nao Sabemos,Entrega,2023-10-22
TXN_8332592,Suco,Nao Sabemos,3.0,15.0,,,2023-03-25
TXN_5736595,Cafe,3,2.0,6.0,Cartao de Credito,ERRO,2023-08-14
TXN_2264883,Suco,2,3.0,6.0,Cartao de Credito,Entrega,2023-12-24
TXN_6137394,Sanduiche,1,4.0,4.0,ERRO,Loja,2023-11-22
TXN_4127927,Salada,5,5.0,25.0,,Entrega,2023-08-04
TXN_7256205,Suco,4,3.0,ERRO,Dinheiro,,2023-04-08
TXN_1766527,Nao Sabemos,4,5.0,Nao Sabemos,Carteira Digital,,2023-02-07
TXN_7591982,Salada,1,5.0,5.0,Dinheiro,,2023-02-28
TXN_5530273,Bolo,3,3.0,9.0,Carteira Digital,ERRO,2023-01-13
TXN_2958213,,5,1.0,5.0,Nao Sabemos,,2023-08-15
TXN_2057961,Suco,2,3.0,6.0,,Loja,2023-10-04
TXN_9705027,Cookie,2,1.0,,Dinheiro,,Nao Sabemos
TXN_6367976,Suco,1,3.0,3.0,Carteira Digital,,2023-10-16
TXN_9921277,Bolo,,3.0,3.0,,Entrega,2023-01-29
TXN_4867316,Sanduiche,1,4.0,4.0,Carteira Digital,,2023-11-28
TXN_6704173,Smoothie,2,4.0,8.0,Cartao de Credito,,2023-07-24
TXN_9510130,Salada,4,5.0,20.0,Dinheiro,,2023-03-06
TXN_1192009,Cafe,1,2.0,2.0,ERRO,,2023-05-18
TXN_2899889,Salada,2,5.0,10.0,,Loja,2023-12-09
TXN_7172693,,5,5.0,25.0,Cartao de Credito,Loja,2023-03-23
TXN_6862603,Salada,4,5.0,20.0,Cartao de Credito,Entrega,2023-04-17
TXN_5761207,Smoothie,3,4.0,12.0,Cartao de Credito,,2023-04-19
TXN_9852820,Salada,2,5.0,10.0,Cartao de Credito,Loja,2023-08-27
TXN_5939783,Cookie,2,1.0,2.0,,Entrega,Nao Sabemos
TXN_2062604,Cafe,2,2.0,4.0,Dinheiro,Loja,ERRO
TXN_9531812,Sanduiche,2,4.0,8.0,Carteira Digital,Loja,2023-02-04
TXN_1423173,Smoothie,5,4.0,20.0,Cartao de Credito,,2023-10-02
TXN_9811007,Cookie,5,1.0,5.0,Cartao de Credito,,2023-03-07
TXN_4346813,Salada,5,5.0,25.0,,ERRO,2023-07-07
TXN_4383311,Bolo,2,Nao Sabemos,6.0,Nao Sabemos,Loja,2023-09-23
TXN_5935353,,2,ERRO,8.0,Cartao de Credito,ERRO,2023-05-01
TXN_6778796,Bolo,5,3.0,15.0,Dinheiro,,2023-11-29
TXN_2119373,Salada,4,5.0,20.0,Cartao de Credito,Loja,2023-06-30
TXN_6803555,Cha,2,1.5,3.0,Carteira Digital,Entrega,2023-05-31
TXN_7010218,Cookie,4,1.0,4.0,,Entrega,2023-04-29
TXN_1707537,Bolo,3,3.0,ERRO,Carteira Digital,Entrega,2023-10-17
TXN_8470187,Suco,3,3.0,9.0,,Entrega,2023-06-28
TXN_6087604,Sanduiche,4,4.0,16.0,Carteira Digital,,2023-01-27
TXN_9825905,Cafe,1,2.0,2.0,Carteira Digital,ERRO,2023-01-04
TXN_2086557,Smoothie,2,4.0,8.0,Dinheiro,Loja,2023-01-13
TXN_9077087,Suco,1,3.0,3.0,,Loja,2023-05-08
TXN_7714902,Cafe,4,2.0,8.0,Dinheiro,,2023-09-10
TXN_2154477,Bolo,4,3.0,12.0,,ERRO,2023-02-11
TXN_5949199,Cha,5,1.5,7.5,,Loja,2023-02-28
TXN_8209124,Cafe,2,2.0,4.0,Dinheiro,,2023-10-05
TXN_7519611,Nao Sabemos,4,1.5,6.0,Cartao de Credito,Loja,2023-10-08
TXN_1318943,Nao Sabemos,2,2.0,Nao Sabemos,Dinheiro,Loja,2023-06-13
TXN_4502922,,1,4.0,4.0,Cartao de Credito,Entrega,2023-06-23
TXN_4554194,Smoothie,3,Nao Sabemos,12.0,Cartao de Credito,Entrega,2023-10-04
TXN_3418612,Cha,3,1.5,4.5,Carteira Digital,,2023-01-31
TXN_2539469,Bolo,2,3.0,6.0,Cartao de Credito,Entrega,2023-09-24
TXN_2764544,Suco,4,3.0,12.0,Dinheiro,Loja,2023-04-02
TXN_8672939,Smoothie,1,4.0,4.0,,ERRO,2023-11-02
TXN_1499346,Bolo,5,3.0,15.0,,,2023-12-09
TXN_9930357,Suco,1,3.0,3.0,Cartao de Credito,,Nao Sabemos
TXN_7631216,Suco,5,3.0,15.0,Cartao de Credito,,2023-02-16
TXN_3116803,Cafe,1,2.0,2.0,Cartao de Credito,Loja,2023-09-10
TXN_6050844,Cha,2,1.5,3.0,,ERRO,2023-03-12
TXN_7403963,Sanduiche,4,4.0,16.0,Dinheiro,Loja,2023-07-27
TXN_2708387,Cha,4,1.5,6.0,Cartao de Credito,,2023-11-12
TXN_7916758,Smoothie,1,4.0,4.0,,Entrega,2023-10-14
TXN_2944717,Cookie,2,1.0,2.0,Dinheiro,,2023-12-11
TXN_7571571,Sanduiche,2,4.0,8.0,Cartao de Credito,,2023-04-09
TXN_7250085,Cafe,4,2.0,8.0,,Entrega,2023-09-19
TXN_1892102,ERRO,3,4.0,12.0,Dinheiro,,2023-03-23
TXN_7039529,Cookie,3,1.0,,Carteira Digital,Loja,2023-01-19
TXN_1452931,Cha,1,1.5,1.5,Carteira Digital,,2023-07-08
TXN_5148201,Smoothie,5,4.0,20.0,Nao Sabemos,,2023-11-18
TXN_7322317,Cha,1,Nao Sabemos,Nao Sabemos,,,2023-03-16
TXN_4648214,Salada,1,5.0,5.0,,,2023-02-15
TXN_7902691,Suco,ERRO,3.0,9.0,Carteira Digital,Entrega,2023-10-13
TXN_4966750,Cookie,3,1.0,3.0,Carteira Digital,Loja,2023-12-24
TXN_7740239,Cha,2,1.5,3.0,,,2023-01-26
TXN_6901162,,3,4.0,12.0,Carteira Digital,Loja,
TXN_3689579,,2,4.0,8.0,Carteira Digital,Entrega,2023-12-02
TXN_7770188,Suco,5,3.0,15.0,Carteira Digital,Loja,2023-10-28
TXN_5088167,Cafe,5,2.0,10.0,Cartao de Credito,Nao Sabemos,2023-09-02
TXN_1865302,Cookie,5,1.0,5.0,Cartao de Credito,Loja,2023-08-16
TXN_4224423,Suco,3,3.0,9.0,Dinheiro,Entrega,2023-08-27
TXN_8269956,Smoothie,Nao Sabemos,4.0,20.0,,Entrega,2023-08-02
TXN_9263959,Cookie,,1.0,5.0,Dinheiro,,Nao Sabemos
TXN_3879052,Cafe,3,2.0,6.0,Cartao de Credito,,2023-12-14
TXN_7340284,ERRO,5,1.0,5.0,,Entrega,2023-09-05
TXN_9809696,Smoothie,1,4.0,4.0,,Entrega,2023-01-05
TXN_5719592,Cafe,1,2.0,2.0,Cartao de Credito,Loja,2023-08-07
TXN_6121301,Smoothie,5,4.0,20.0,Carteira Digital,Entrega,2023-01-07
TXN_2097987,Sanduiche,2,4.0,8.0,Carteira Digital,Loja,
TXN_7514279,Salada,1,5.0,5.0,Cartao de Credito,Loja,2023-02-04
TXN_5153408,Smoothie,1,4.0,4.0,Cartao de Credito,Entrega,2023-08-22
TXN_4678948,Suco,3,3.0,9.0,Nao Sabemos,Entrega,2023-07-02
